,text,favorite counts,retweet counts
503,の方が有名ですね(笑)冬季オリンピックが来たとこです。,0,0
504,🎤本家5thライブリベンジ8月7日(土)、8日(日)どこか🎤ステバトルオブプライド8月14日(土)、15(日)大阪8月24日(火)、25(水)横浜今年の夏が暑すぎるこれは俺たちのオリンピックだ,0,0
505,百合子❗オリンピックなんていいから❗,0,0
506,雪玉転がしはもうオリンピック種目にしてもいいんじゃない,0,2
507,何かのCMで、聞いたことある曲…て思ったら、トゥーランドットだったので、うのさんのオリンピックのトゥーランドット見た(報告)。女声ボーカルだったからすぐわからなかったんだよね。,3,0
508,年配の方の話を聞いたら、前回の東京オリンピックの時に初めて家にテレビがきて、家族みんな大喜びで応援したと言っていた、まさに戦後日本の復興の象徴。アスリートには悪いけど、コロナ真っ只中で、8割の国民が反対している利権まみれの2020東京オリンピックには同じような夢や希望は見いだせない。,2,0
509,この曲の東京はオリンピックやらなそうだなw,1,0
510,,0,0
511,萩野公介が五輪選考会エントリー種目明かす２００、４００ｍ個人メドレーなど/スポーツ/デイリースポーツonline,3,1
512,,0,0
513,,0,0
514,,0,0
515,去年の新年のお笑い番組「新年のご挨拶します。おめで東京オリンピック🤗🤗」今、東京オリンピックをいじれるのは爆笑問題かナイツかウーマンラッシュアワーしかいないね爆笑問題田中さん良くなったかな,0,0
516,,0,0
517,バス絵のバブリースナック助けるよりこっち先にしろ復興してねーよ復興オリンピック？まだ緊急事態宣言してるじゃねーかよ,5,0
518,,0,0
519,平和を願い、努力を重ねて来たアスリートの心をを踏みにじる、オリンピック史上最悪の評価五輪になり、世界から、五輪不用の声が出て来るだろう❗️,0,0
520,東京オリンピックは開催しなくても良いけど、アスリートの75%が五輪期間中にセックスしてるらしいから夜の祭典は開いて欲しい,2,0
521,肝心の会長がリモート出席だったけどね。,0,0
522,この時期といえばオリンピックか〜会場取れるとこ限られてたのかな？,0,0
523,ウマ娘のいる世界、オリンピックは当然オリンピック、パラリンピック、ウマリンピックの三部門に別れているんだろうなー,2,7
524,利権の塊、群がる者に我々の税金が使われる、。沖縄だけの問題にしないよう、地元2紙赤旗に負けないスクープをよろしくお願いいたします。,1,0
525,柴田オリンピックってまだ？,0,0
526,,0,0
527,はっ、8月もうオリンピックおわってる？？？15なら大丈夫だよね？？？,0,0
528,みんなからの匿名質問を募集中！こんな質問に答えてるよ●コロナいつ終わるの？…●ahamoにする？…●年末ラジオはありますか？…●オリンピック中止かな(´･ω･…,0,0
529,いよいよ出てきましたねどんなに望んでも参加者がいなければオリンピック開催は望めませんいつまで国民を騙せるかなひろゆき氏フランスでは２４年パリ五輪を危ぶむ声…東京でできると誰も思ってない,3,0
530,オリンピックラジオも残すところあと2回！リスナーから届いた大型お便りに答えていく！今週で毎週更新は終了です。最終回は4月中を予定しております。今まで聞いてくださった方、メールをくださった方、本当にありがとうございました。,0,0
531,オリンピックについては、建設大臣のときにやるべきことはやった。あとは文部大臣の管轄ではないのか?,0,0
532,権威主義に反発するプロ野球選手が正力松太郎賞を拒否したりなんてことないでしょうなあ。東京オリンピックだったかな。黒人差別に抗議する選手が表彰台で拳を上げていた。日本人選手も...補助金や助成金貰ってるだろうから無理か？😓,4,2
533,全くもってその通りだよね。オリンピックは一部の人しか出ないし観ないけど制限と差別だらけの生活は全員が押しつけられてる。オリンピックやるなら国民の制限だらけの生活をなくしてからにしてほしい。,5,2
534,でも8月はオリンピックがあったらオリンピックのチケ代で金無い可能性あるわチケキャンセルした人のも出回るだろうと踏んでるからもっとバスケ観に行きたい！,0,0
535,,0,0
536,,0,0
537,もしも東京オリンピック会長が黒柳徹子だったら【声真似】,0,0
538,みんなからの匿名質問を募集中！こんな質問に答えてるよ●何部でした？…●オリンピック楽しみなんですけど…●どんな質問がうれしいですか？…●どうしようもなく辛い時ってある…,0,0
539,オリンピック、本当にやるつもりなのかどうか？という感じなのですが、やるとしても、まずオリンピックに使うのと同じくらい、生活に困っている人にも補償してくれないと、社会の状態は悪くなる一方ではないかと心配しています。,1,0
540,それにしてもオリンピック(仮)期間にぶつけてくるとはなかなか…,1,0
541,ヒプステライブ東京でないのってやっぱりオリンピックあるから？？,0,0
542,コルナゴマスターオリンピックオリンピック記念モデル店にあったサンツアー、シマノ、カンパニョーロのデッドストックの部品をかき集めたせいで色々混ざって組んでるカオスな状態www,0,0
543,１兆円単位のオリンピック余剰金が,0,0
544,私的には東京オリンピックを開催して欲しいし、生で、とは行かないまでもやっぱり観たいので。,0,0
545,問題視するなら種馬並みに強い遺伝子🧬掛け合わせて強い選手を産ませようとするために男女の選手にコンドーム配ったりするほうがまずいだろ種馬扱いだぞ男女をずっと分けて隔離しつつオリンピックやるようにしろ、女を守れとIOCに楯突かないのかね,0,0
546,場所片寄っているしオリンピック挟むから‥調整して追加も有り得るのかな？動悸が止まらない🤪,1,0
547,オリンピックまで半年開催懸念する見方が選手たちに影響も|NHKニュース,0,0
548,みんなからの匿名質問を募集中！こんな質問に答えてるよ●オリンピック楽しみなんですけど…●財布はどこのブランド？…●いままでで一番恥ずかしかったこ…●自慢話と愚痴話、聞くなら自慢話…,0,0
549,みんなからの匿名質問を募集中！こんな質問に答えてるよ●好きなアプリは何？一日中触って…●気になってるフォロワーさんは！…●日本のどこに住んでるかアバウト…●東京オリンピック出るならなんの…,0,0
550,,2,0
551,小池知事の延長したい動機って世論なのか業界団体なのかオリンピックなのか。,0,0
552,【悲報】東京オリンピック、海外の客は出禁-キニ速,0,0
553,今の大田区で唯一不満と言えば、自分は元の姓を使っているのに、夫婦別姓には反対おばさんのポスターが至る所に貼ってあることかな🤔オリンピック大失敗して辞めればいいのに,3,0
554,,0,0
555,オリンピックもワクチン強制になるよ。,1,0
556,リモート鑑賞会？？すごーっ(*≧∀≦*),1,0
557,絶滅しないことでしょうかね(´ー`)あとは、画家とかオリンピック選手でしたねー,0,0
558,WewishyouasuccessfulhostingoftheTokyoOlympics.東京オリンピック開催の成功を願っています,2,2
559,オリンピックとかあるかわからんけど,0,0
560,オリンピックやるのに8月なの本当なに？オリンピックやらないと思ってる？,1,0
561,あーそうだったオリンピック,0,0
562,静岡にチーム出来るかな🤔,0,0
563,,1,1
564,お父さんがお前東京オリンピックについてどう思う？？って言い出してずっとフグ食べながら政治の話してたけどお父さんお酒めっちゃ飲んでて永遠政治の話しててはよ終われって思っちゃったわ,4,0
565,国のメンツ・・・オリンピック開催も関係してるでしょう。私はこれが一番の理由だと思っています。承服はしてませんがね。打つか打たないかは、個人の自由意思でいいと思います。,1,0
566,みんなからの匿名質問を募集中！こんな質問に答えてるよ●1日に何回洗顔してる？…●ベイビーの名前は決まった？…●旗竿はなにを使ってるんですか…●来年オリンピックできるかな？…,0,0
567,ブラジルも国民はオリンピック反対していた。日本同様政府が乗っ取られてるよね。,0,0
568,オリンピックは無観客でも開催できるけどコミケは難しそう,4,1
569,【動画】「廃止だ廃止」「地獄に落ちろオリンピック！」JOC前で東京五輪中止を求めるデモ警察官50人出動で騒然,0,0
570,このところ、野良猫を以前よりも異常なほど多く見かける。いま起きてるのは医療崩壊じゃない！日本人としてモラルが崩壊してる！それも政府主導でだ！オリンピックが無かったら、もっとまともな政治してただろ。,0,0
571,オリンピック…,0,0
572,（何の種目かは知らん🤪）,1,0
573,菅直人首相（当時）は、３．１１後の東日本大震災復興構想会議で、提言案に「東日本を中心とした国際競技大会は復興のシンボルになる」と盛り込み、石原都知事が表明している2020年の夏季オリンピックの招致を国として積極的に支援する事を打ち出すべきではありませんでした。肝心な時に役に立たない。,1,1
574,私たちはオリンピックまでに予防接種できるのかなぁ？(*‘ω‘*),0,0
575,Ｑ．次にオリンピックが開催される場所はどこ？１．北京２．パリ３．東京Ａ．３招待コード【09438766】を入力して復活カードを手に入れてクイズに参加しましょう！,0,0
576,オリンピック前に不思議と終わるんじゃない？どんな手を使っても😱「終わらないんじゃ…」緊急事態延長“2週間”に冷めた声「変異」拡大懸念も（日本テレビ系（NNN））,0,0
577,何故プロ野球は緊急事態宣言が出てる地域の人たちがスタジアム観戦できているんですか。オリンピックに対してプロ野球とJリーグを基準に考えるって言うならばルールは統一するべきじゃないですか？,1,0
578,オリンピック中止になったらどうなる？の解説とかあるといいな。IOCや国や東京都が（オリンピック事業の）赤字になるのはわかるが、その額とか、それによる影響とか。中止が国民の総意なら、それを非難する事自体やめた方が良いんだろうけど、少数派はうるさく言うんだろうなぁ。,0,0
579,オリンピックできるならライブできるし声も出せるよね！？約束だぞヒプステライブ絶対行く！！！！,2,0
580,宵山やらないのにオリンピックするのおかしくない？みたいな気持ちになってきちゃった。,3,0
581,ﾊﾟﾊﾟﾊﾟﾊﾟﾊﾟﾊﾟﾊﾟパーフェクト収束オリンピック開いて世界に勝利宣言しろ,0,0
582,オリンピック去年の予定で我慢してたのが爆発しそうやね。今年もかよって。しかもコロナ完全解決も年末になるかもしれんし。,0,0
583,俺達のオリンピック、舞台ヒプノシスマイクになっちゃった,0,0
584,長野県道31号長野大町線（ながのおおまちせん）路線延長：37.2km起点：長野市中御所町終点：大町市字大町長野市と大町市を結ぶ主要地方道。起点から長野市笹平の笹平トンネル東交差点までは国道19号との重用。「オリンピック道路」と呼ばれている。,0,0
585,おいおいおい、始まるなぁ〜、｢スミレ16歳！｣今回はBSかー、また見れないなぁーなんてボケっと思ってた。…見れる！見れますがな！なんならウチで薄型テレビ買ってからオリンピック以外初めて見るぞ！(も日記,0,0
586,五輪中止。安倍晋三の嘘八百オリンピックインタビューが酷い。復興に役に立たないという声が7割近くあるのに、安倍晋三は胸を張って復興五輪と言う...,0,0
587,東京2021.3月７日,5,0
588,相次ぐ芸能人の聖火ランナー辞退もありコロナ禍の東京五輪・パラリンピック開催に否定的な空気が日本中で漂っているが、今回中止になれば、次に日本で開催した時に生きている今の日本人が果たして何人いるだろうか？そう考えた時、このオリンピックの重みは相当なものに思えてしまう。,0,0
589,おもてなしでオリンピックを呼び込んだ国が、何でもかんでも買い物袋を有料にするなんて。オリンピックを通常通り開催したとして海外からの買い物客がレジ袋や有料袋をノーサンキューして商品手持ちでウロウロしたら紛らわしくて大変だね。,0,0
590,LINEのオリンピック着せ替えも期限が切れたということでオリンピックはおしまいで良いのではないかと。,1,0
591,名取さなさんよ、こんな感情破壊イベントを年1なんて耐えられない4年に1度、オリンピック感覚でやらないか？,14,0
592,"""平成26年7月からは警察を管理する山口県公安委員会の委員を現在まで3期務めているほか、東京オリンピック・パラリンピック組織委員会の顧問も務めています。""",0,0
593,国民にはごめんね、今は外出ないで(お願い)って国民からしたら納得いかんし、議員が豪遊してんのに、国民には我慢ってのもな。人を律する前に己を律せよ,1,0
594,オリンピック開催云々の話じゃないですよ！ここまで掻き回してどう責任をとるのですか？私達の納税をボイコットした心境です。起こらない国民は何を考えているのですか？,1,0
595,中国ではオリンピック開催するだろう。なぜなら言論弾圧してるからだ。それぐらい国が強い方がいいのかも知れぬ。,0,0
596,２０２０年東京オリンピックの時にはみんなやってるんだろうな～☆,0,0
597,実はオリンピック中止は既に決定していて、それを発表しないのはやるやる詐欺で利権が生まれ、得する人がいるからではないかなあとか疑っていたりする,0,0
598,ブラジル、コロナ酷いですね。そういや、オリンピック中止のデモもありました。仮に開催されても、観客、ボランティアも、東京近郊に限られそうですね。私、強行して行ったら、帰宅後2週間自宅待機になりそうな……代表選考も終わってない競技もあるし、タイミング悪かったみたいです……,4,0
599,,1,0
600,東京入れないのオリンピックだからか,0,0
601,,0,0
602,開催したって、どってことない。だって、ほとんどの人はTVでオリンピック見てんだから。感染も、クソもない。帰って福島だの千葉だの他県に広げず東京だけでやった方が良いのでは。,0,0
603,オリンピックで日本がスキージャンプで連勝してるといきなりルール変更されて勝てなくなる。どう考えても身長のある白人有利にルールが変わる。構図がアレと同じなんだよ。トヨタのHVが優れているのは同意なんだけど、良いものが勝てるわけでは無い。もっと薄汚い何かが働く,0,0
604,,0,0
605,,1,0
606,オリンピックで東京の会場押さえられなかったのかな？横浜遠いよー,0,0
607,英メディア「東京オリンピック、全世界にリスク…中止すべき」に日本イライラ＝韓国報道(WoW!Korea),0,0
608,昔から言われてたのが、オリンピック開催に合わせて、📺は進化してます🙄,1,0
609,,1,0
610,オリンピックのボランティアもやってこい,0,0
611,"此の小池都知事批判発言は、自民党からの台本でしょう。石原良純「都知事は初心に返れ」（こしゃくな兄弟其の２）利権オリンピック強引誘致者,.,恫喝、傲慢親父オリンピック前に小池百合子降ろし作戦次は元気の押し売り松岡修造何故か↑藤田ニコル推薦",1,0
612,市川崑の映画『東京オリンピック』を見て思う。今度の東京五輪も映画にしたらどうだろうか、と。競技より、開催（あるいは開催せず）までの道のりが結構面白くなりそうなのだが。,0,0
613,国民全員がオリンピックを望んでると思うなよ(´・ω・`)？コンパクト五輪とかヌかしやがったの誰だ？開催費用が雪だるま式に膨らみ、当初の予定（？）より大赤字やんけ(´・ω・`)コロナで五輪観光による収益も見込めない五輪延期で泣きっ面に蜂、始まる前から終わっ㍑,4,0
614,岩渕さん？の「オリンピックはスポーツマンシップを誰でも見たいんですよ」って記事を拝読したけど。それは、そのお気持ちはわかりますよ。この感染症がなければね。,0,0
615,,0,0
616,誕生日なんもない！！と思ったけどそういやオリンピックだわそりゃむりだわｗｗｗ,0,0
617,人は人生の途上で人と出会う。共に生きていこうとすることがある。どう生きるか、どういう関係を持つのか、人それぞれ人格にかかわる選択。でも世界にはそれを認める国と認めない国がある。オモテナシを強調してオリンピックを承知しておきながら人と人を差別する日本の法律、いますぐに変えよう！！,13,3
618,「東京オリンピックみたいな」ってセリフを言ってたでしょうね。中川が説明するパターンでしょうけど。,1,0
619,,1,0
620,スロダメ、舞台がオリンピック大失敗して、巨大カジノ作って貧富の差が激しくなって…って感じの東京で笑ってしまった。本当にそうなりそう,0,0
621,日本もオリンピックやGOTOの予算でラクラクできたよね。ドイツ政府、脱原発補償で電力4社に3100億円|毎日新聞,0,0
622,スマホ投げでオリンピック目指そうかな,0,0
623,東京オリンピック野球イスラエル代表は初の出場権獲得で張り切っているから、オリンピックでゲームをやりたいやろね。,0,0
624,輪郭も鼻もピンポン玉。･,12,0
625,"正の整数nであって,その正の約数全ての積がn^3であるようなものを全て求めよ.(2011スイス数学オリンピック)",1,0
626,【今天中国】2022年北京冬季オリンピックのカウントダウン,0,0
627,おもしろい。ただ何度も言ってるけど、クルマの規格を決められるのは欧州だけなんだよ。それは昔から微動だにしない。トヨタやホンダや日産が束になってかかっても変えられない。クルマのルールを作るのは白人だけ。オリンピックで白人が勝てるようにルール変更するのと同じ,1,0
628,自民党オリンピックは差別セクハラ不平等デマ嘘中抜き汚職金ヤジ癒着忖度利権既得権弾圧無視圧力論点のすり替えを競技にすれば楽しいだろう。近く会場ではたばこや酒をやりたい放題で暴力ふられても知らんぷりするオリンピック。,2,0
629,みんなからの匿名質問を募集中！こんな質問に答えてるよ●質問箱へようこそ！まずは質…●2020年の抱負をおしえてくだ…●松本零士お気に入り3作品を教え…●東京オリンピック開催は賛成？反…,0,0
630,震災の振り返り特番が、この週末に多いですよね📝10年の節目の年ですからね。また、福島県人は、オリンピックや聖火リレーについて、どのように思っているのだろうか🤔,0,0
631,スノボの平野歩夢が普通にボードで夏のオリンピック目指してたの、こんなに滑り方に違いあると思うと漫画みたいな現実の天才だな……,3,0
632,オリンピックは絶対に中止にしない方が良い。中止にしたら大馬鹿マスゴミの、皆さんがこれだけの予算使った責任は誰？国民に負担？とか騒ぎ出す。そっちよりオリンピック大丈夫？のが優しい。,0,0
633,オリンピック中止とかの話になると選手が可哀想とか情緒の話になるのが違和感あります。,1,0
634,,1,0
635,オリンピックまであと4ヶ月きってるのか,1,0
636,ブラジルになりそう,1,0
637,,0,0
638,楽観砕いた,0,0
639,それでもオリンピックやるんだから、全く脅威じゃないよね？やるのなら、ね。,1,0
640,昨日忍ミュ感謝祭行ったとき会場のすぐそばでオリンピック中止デモやっててうるさかったし不快だった。せっかくの楽しい日だったのに。,0,0
641,全日本私立幼稚園連合会数億円使途不明前会長が通帳偽造関与|NHKニュース東京オリンピック・パラリンピック組織委員会の顧問,1,1
642,,0,0
643,「オリンピック・パラリンピック」理事増員。その費用内訳の説明がない。理事１２人増えたので、費用負担増。となるはず。橋本聖子は、何故説明しないのか？理事を同人員でも良いのではないか？意味不明。流石「元自民党」。意味不明。,0,0
644,オリンピックに親でも殺されたんか(´・ω・`)？ｗｗｗ,0,0
645,全然オリンピックは観客ありでできると思うが、国民のマインドが中止にしてくれないか、選手には可哀想だけどという気持ちにらなりつつあるのが、つらい。,0,0
646,オリンピック&amp;パラリンピックを控え忙しい毎日ですがご健康･ご多幸を祈念します｡,1,0
647,ガンガン言っていこう～。東京オリンピック中止を。,0,0
648,この辺りのツイッターを見ていると、各種オリンピックの代表、全統中全統高決勝や小学生の頃から複素数平面を解いたりする方、マーク模試満点、偏差値100↑、もしくは全国1位など華々しくて自分に自信がなくなってきます,9,0
649,オリンピック需要あるかもですね🤩✨,1,0
650,令和３年3月7日（日）【第2回日大大集合】「懐しの東京オリンピック志んー「長屋の花見」李桜「箱根駅伝噂の真相」桜の輔「鰹の強請り」紅吉「道灌」百圓「二番煎じ」無生「初天神」百笑「名工浜野矩随」はま松「反対俥」参遊亭遊若「一文笛」月見亭団吾下座こまり,0,0
651,日本は感染者は一時減りましたが今後どうなるのでしょう…オリンピックもありますよね…🤭,1,0
652,,0,0
653,,3,0
654,みんなからの匿名質問を募集中！こんな質問に答えてるよ●東京大賞典も終わりましたね競…●バニー及川選手の魅力を６文字で…●もしとうきオリンピックの種目に…●スーパースター王座決定戦も無事…,0,0
655,なぜ日本でこれができないのか…ひとえに政府にやる気がないんだよね。でもオリンピックはやりたい。アホか。,1,0
656,英メディア「東京オリンピック、全世界にリスク…中止すべき」に日本イライラ＝韓国報道(WoW!Korea)開催強行は狂気の沙汰,0,0
657,2021.03.06中止一択！東京五輪そしてオリンピック廃止へ！JOC前アクション＆デモ,0,1
658,某んぱるさんとも話が混乱すること混乱すること🤣オリンピック関係で大阪に流れてきてるだけかもですね🤔,1,0
659,五輪中止。安倍晋三の嘘八百オリンピックインタビューが酷い。復興に役に立たないという声が7割近くあるのに、安倍晋三は胸を張って復興五輪と言う...,0,0
660,8/11って今年平日になるのかな？オリンピックでズレるんだっけ？,0,0
661,100日後に死ぬワニがプロモーションの地雷原を走り抜けていくさまを誰も止めることができないまま映画が爆死するのを待つこの期間、オリンピックに向けた気持ちのそれにかなり近い,13,0
662,絶対に許してはいけない…オリンピックなどボイコットするべき…ウイグル、モンゴル‥中国に弾圧された女性たちが抗議活動,1,0
663,,1,0
664,日本人はお人好し。こんだけオリンピック準備に金使って、中止にしたら？だと？開催するので何がなんでも選手送れ！と言えないか？なぜなら何兆も準備に金使ってるからだ。,0,0
665,てりやきチキンフィレオセット(クーポン)590円-マクドナルド墨田文化オリンピック店ビックマックLLセット690円がここの店舗ではオーダー出来なくて残念！オーダーで並んでる人を飛ばして受け取れるのは良いよ。超P祭は不参加みたいです。,2,1
666,3/7北京オリンピックをボイコットせよ！総理大臣官邸前抗議街宣『自由アジア連帯東京会議🇯🇵』撮影中井ケイノスケ,0,0
667,オリンピックに無駄な経費をかけるなら、新型コロナで苦しんでいる方々や、頑張ってくれている医療従事者に支援してほしい❗️,1,1
668,ホラーはこんなだけどマリオとかはめちゃ上手い。あと足てプレイするシリーズもいい。足マリオリンピック……。,0,0
669,コロナ禍でどーにかしてでもオリンピックやろうとしてるのもおかしな話,0,0
670,だから、まぁ大体5歳ですねw,0,0
671,,1,0
672,,1,0
673,今年イベントするなら、オリンピック前までにやらないと。（後だと、またコロナ流行そーで怖いんだよな😅,0,0
674,,0,0
675,自分が試算した内容だと営利95億とかになっちゃって、やっぱりどこか違うんですかね(汗)下期の広告宣伝費は1、2Qの半分程度と仮定してます。オリンピック次第で下期の広告予算は変わってきますよね,0,0
676,JOCの前でオリンピック辞めろデモしたアホがいるらしい。無駄な行為だしコロナのことを気にするなら集まるな。金がないならそんなことしてないで働けばwww,0,0
677,,0,0
678,オリンピック&amp;パラリンピックを迎えます。厳冬の毎日ですが､ご健康･ご健勝を祈ります｡フォロー中｡宜しくお願いします。,0,0
679,オリンピックは廃止だ廃止！,0,0
680,オリンピックやるならやるで「オリンピック前にもうひとふんばり自粛！（緊急事態とは言ってない）」が絶対くるから生活様式は戻らないよ,5,1
681,----【森田浩之さんのコメント】ついに外国からの観客を入れずにオリンピックを開こうという話になった。それは果たして「オリンピック」なのか。８割の国民が反対するなか、こん...,1,1
682,ありがとうございます！これも視野にいれておかなくちゃ。来年８月のリベンジしたいよ。,0,0
683,マンモスマン、マンモスマン！この戦いにおまえが勝ったらそのカピラリアの欠片をかけて再び超人オリンピックで戦おうじゃないか！,60,24
684,,3,1
685,私たちは感染対策のためでもなく、オリンピックのためではなく、自分のために生きています。,4,0
686,そっかアスリート達がオリンピックに顔真っ赤になるのは、国際色豊かなセクロスする為か海外客受け入れ見送るらしいけど、選手にはコンドーさん配布して、濃厚接触(意味深)推奨するのかよwオリンピックなんてもう存在自体いらねぇよスポーツの祭典?一体何のスポーツ()に熱心なんですかね?(笑),0,0
687,いやでもコロナのせいでオリンピック中止にならなかったら今年は例年通りの時期に例大祭も夏コミもやれてたわけなのでやっぱりコロナが悪いんかなー,0,0
688,オリンピック？と書かれているのが気になりますね〜店名なのでしょうか。これは他の年代も調べたくなります！,0,0
689,オリンピック&amp;パラリンピックｙｅａｒの２０２１年、慌ただしい毎日ですがご健康･ご多幸を祈ります｡宜しくお願いします｡,0,0
690,みんなからの匿名質問を募集中！こんな質問に答えてるよ●今一番欲しいものは何？…●東京オリンピックのチケット申込…●推してる人の好きなとこは？…,0,0
691,みんなからの匿名質問を募集中！こんな質問に答えてるよ●今一番欲しいものは何？…●東京オリンピックのチケット申込…●何県に住んでますか？…,0,0
692,みんなからの匿名質問を募集中！こんな質問に答えてるよ●アマジャーナルはなりすましって…●猫じゃらしとマタタビ、どちらが…●東京オリンピックのチケット申込…●食事のとき床に座って膝を前に伸…,0,0
693,みんなからの匿名質問を募集中！こんな質問に答えてるよ●UNITEには紹介がないと入れ…●ホアカリやヤマクイは☆99です…●十傑とったことありますか？…●東京オリンピックのチケット申込…,0,0
694,みんなからの匿名質問を募集中！こんな質問に答えてるよ●今一番欲しいものは何？…●東京オリンピックのチケット申込…,0,0
695,コロナ対策で海外客を受け入れないと決めた東京五輪、選手にはコンドームを16万個配布する予定で批判殺到ｗｗｗｗ:はちま起稿アスリート達には悪いがオリンピックはやる必要ないと思ってるなにが平和の祭典だあほらしい,0,0
696,東京の人出１月発出直後より全地点で増加どんだけやっても終わらないよ！いっそのこと、鎖国はどう！🤔オリンピックは無観客で報道陣も入国規制しないとね！,0,0
697,鬼滅の刃で日本はオリンピックがなくなったけどやっていけてる,1,0
698,東京オリンピック、大阪万博、訪日外国人をおもてなしするには留学でHospitality分野の強化が使えるはず！→,0,0
699,,1,0
700,感染対策も「オリンピックありき」としか思えないです。政府は否定してますが、「2週間延長」も聖火ランナーを中止したくないためでしょう。海外の選手はずっとロックダウンしていて、選考大会どころではないのでは？,1,0
701,みんなからの匿名質問を募集中！こんな質問に答えてるよ●オリンピック強化選手って本当で…●彼女の写真見せてくれ…,0,0
702,オリンピック中止論者たちは、大きなマンション。デパート、ショッピングセンターが田舎に立てようとする時に景観をそこねるで反対！と言ってる田舎人に見える。そういう人に限り、できるとすぐ買いに行く。、何事もなかったように。そんなもんだよ反対派は,0,0
703,オリンピックは見たいしスポーツ好きだから好きだけど、ボランティア云々とかクソすぎるしイベント用の箱やら球場やら使うのどうにかならんかったんかよって思う,0,0
704,夜の羽田空港が静か過ぎて何となくだけどオリンピックも無さそうな気がする。チャオ🙋🛫,0,0
705,オリンピック&amp;パラリンピックを迎えます。厳冬の毎日ですが､ご健康･ご健勝を祈ります｡フォロー中｡宜しくお願いします。,0,0
706,今回の東京オリンピック最終的にやるにしろやらないにしろ、一連の流れを映画化して欲しい。日本にマイケル・ムーア監督がいればなー。,0,0
707,オリンピック聖火リレーは福島から。感染者実効再生産数は2.63。日本お得意の調べないで乗り切る構え。また嘘と隠ぺいと言う手法はガースが進めている。リレー３県目の群馬も実効再生産数は1.47。群馬だけでなく、栃木や茨城を含む北関東では最近、感染者数が増えている。,1,1
708,,0,0
709,みんなからの匿名質問を募集中！こんな質問に答えてるよ●今一番欲しいものは何？…●実家or一人暮らし？…●東京オリンピック観戦しますか？…●海外旅行したことある？…,0,0
710,,0,0
711,オリンピックあるとしたらあの日程で関東は移動できない…,0,0
712,色んなところを跳んだり回ったり、もうほんとうに臨場感がすごかったです！オリンピック競技になるのが楽しみですね！,0,0
713,,1,0
714,倫子「明日どうにか生きていくために今日の私達は目先のことだけ考える」タラ「倫子さんっタラそんなことやってタラ…あっという間に来るタラよ。東京オリンピックがやって来るタラ！」レバ「ワーイワーイ２０２０年おめでとレバ～！！！」,0,0
715,海警法「国際法に合致」対日関係重視、対話解決訴え―中国・王毅外相話が都合良すぎです、信用してはならない、思った通りオリンピックに引っ掛けて来ましたね、,0,0
716,正直、今年開催しないなら、去年無観客試合で開催しときゃいい。今のオリンピック中止論者たちは、家におれば生きていけると思っている。どこに食べ物があるんだよ。だれが持ってきてくれるんだ？働いている農家、配達屋がいるからだろ？,0,0
717,東京オリンピックをコロナがきちんと収束しないまま開催し、海外からの観客は入れず、選手たちは選手村と会場以外外出できない、なんて事だったら結局のところ選手村以外なんのおもてなしもないし、期待していたインバウンド等ない訳で開催してもしなくても被害は大きい。多分選手達を守る分コスト増加,0,0
718,ことなこのデュエダン見てオリンピックって言ってる方がいて純粋に笑った🤣,2,0
719,とりあえずコロナは4ヶ月周期でピークを迎えるので、オリンピックを開催するなら、GWまで宣言でっぱなしかも？,0,0
720,ぞえおじさんは失礼だ益々盛んな増すオジサンがいいという周りの反応シナリオはオリンピックに合わせている,0,0
721,確か、6年前と言えば、ISとオリンピック、マイナンバー、私事で言うと、尿管結石がきっかけでジョギングを始めて間もない頃、冷蔵庫の奥にひっそりと佇む練乳を見て、思い出す過去にちょっぴりセンチな気分になったのでした。,4,0
722,ヤギ散歩してるときのう今日と声が掛かりました。楽しいです。飼ってみたい人歓迎します。宝満川除草しながらヤギ散歩―成田敏文,0,0
723,こんな女性蔑視でイメージが悪化した東京オリンピックでランナーとして走ったら『自分は女性差別主義者です！』って宣言しながら走ってる様なものなんだよね。元々の自民党や天皇制支持者なら自身の女性差別主義の思想信条に合っていて良いと思うけどね。,0,0
724,あれから10年……こういう映像こそ復興の印。無駄なお金使ってオリンピックなんて必要ない。自然の治癒こそ最大のメッセージ。,0,0
725,剛力彩芽さんの新曲「Co-summerランチ」が、“2020東京オリンピック”のテーマ曲に。この曲は10月2日に配信シングルとしてリリースすることが決定。同曲のミュージックビデオ(90sec）には多部未華子さん等の出演はない模様,0,0
726,【動画】「廃止だ廃止」「地獄に落ちろオリンピック！」JOC前で東京五輪中止を求めるデモ警察官50人出動で騒然,1,0
727,これに関しては諸悪の根源はコロナじゃなくて誰が得するかわからんオリンピックなんだよなぁ…,0,0
728,オリンピックの開催都市が東京に決まりましたが、ここで一度外国の反応を見てみましょうｲｹﾅｲ対応〜〜wwwwﾅｰﾅｰﾅｰﾅﾅﾅｰﾅﾅｰwwwwwwwwﾅｰﾅｰﾅｰﾅﾅﾅｰﾅﾅｰwwwwwww,0,0
729,中止オリンピックでは、巣篭もりでは、いつか死をむかえる。コロナに感染する前に。出ていかないといけない。活動しないといけない。対策施しながら。箱根駅伝やった。プロ野球やった。Jリーグやっている。オリンピックもなんとか開催を。,0,0
730,米国、1人15万円の給付金支給するらしいよ、菅さん。自粛要請ばかりじゃ駄目だと思うよ。国民が望まないオリンピックなんかより一律給付金支給を…,0,0
731,オリンピック大好き！,0,0
